0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
784,785,786,787,1027,822,822,822,326,822,822,822,822,822,822,822,326,822,822,1499,1027,822,822,822,822,822,822,1027,822,822,822,822,
835,836,837,838,0,0,0,0,0,0,0,0,2203,2203,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,
886,887,888,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
937,938,939,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,785,786,787,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,836,837,838,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,1455,1456,0,0,0,0,0,0,0,0,0,0,886,887,888,889,
0,0,0,2058,0,0,0,0,0,2173,2174,2175,2176,0,0,1505,1506,1507,0,0,2162,2163,2164,2165,0,0,0,0,937,938,939,940,
0,0,0,2109,0,0,0,0,0,2224,0,0,2227,0,0,1556,1557,1558,0,0,2213,0,0,2216,0,0,0,0,0,0,0,0,
0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,1356,0,0,0,0,
603,603,603,603,0,0,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,
0,0,0,603,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,603,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,603,0,0,603,0,0,0,0,0,1147,1148,1149,0,0,0,0,0,0,2007,0,0,0,0,0,0,943,944,945,0,
603,603,603,603,0,0,603,603,603,0,0,603,1198,1199,1200,0,0,0,0,0,0,2109,603,603,603,603,603,603,994,995,996,603,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1560,1561,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,603,0,603,2203,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,603,0,603,2203,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,603,0,0,0,0,0,0,0,
0,1806,1807,1808,0,1811,1812,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,603,0,1821,1822,1823,1824,1825,0,
0,1857,1858,1859,0,1862,1863,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,603,0,1872,1873,1874,1875,1876,0
