822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,124,125,125,125,125,125,125,125,125,125,125,125,125,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,124,125,125,125,125,125,125,125,125,125,125,125,125,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,124,125,125,125,125,125,125,125,125,125,125,125,125,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,124,125,125,125,125,125,125,125,125,125,125,125,125,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,124,125,125,125,125,125,125,125,125,125,125,125,125,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,175,176,176,176,176,176,176,176,176,176,176,176,176,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,
822,822,1026,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,1026,822,822,822,822,
380,380,380,380,380,431,431,431,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,381,822,822,822,822,822,822,
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,432,822,822,822,822,822,822,
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,432,822,822,822,822,1026,822,
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,533,431,431,432,822,822,822,822,822,822,
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,1026,822,822,430,431,431,432,822,822,822,822,822,822,
822,822,822,822,379,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,381,430,431,431,583,380,380,380,380,380,380,
822,822,822,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,430,431,431,431,431,431,431,431,431,0,
822,1026,822,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,430,431,431,431,431,431,431,431,431,0,
822,822,822,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,481,482,482,482,482,482,482,482,482,482,
822,822,822,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,822,822,822,822,822,822,822,822,822,822,
822,822,822,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,822,822,822,822,822,822,822,822,822,822,
822,822,1026,822,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,822,1026,822,822,822,822,822,822,822,822,
822,822,822,822,481,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,483,822,822,822,822,822,822,822,822,1026,822,
1026,822,822,822,822,822,822,822,822,822,822,822,822,1026,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822
